tickers,Name,method,aic,aicc,bic,sigma,closePrice,lowGrowth,meanGrowth,highGrowth,predicted,highGrowthLim,lowGrowthLim
BLDR,"Builders Firstsource, Inc.","ARIMA(0,1,0)",1264.85,1264.86,1268.39,8.13,108.52,-17.67,0,17.67,108.52,126.19,90.85
BLE,BlackRock Municipal Income Trust II,"ARIMA(0,2,1)",-597.35,-597.3,-590.27,0.01,8.91,-0.7,-0.18,0.34,8.73,9.25,8.21
BLE,Blackrock Municipal Income Trust Ii,"ARIMA(0,2,1)",-597.35,-597.3,-590.27,0.01,8.91,-0.7,-0.18,0.34,8.73,9.25,8.21
BLK,Blackrock Inc.,"ARIMA(1,1,1)",1965.32,1965.41,1975.95,124.37,612.28,-72.65,-0.17,72.32,612.11,684.6,539.63
BLKC,Invesco Alerian Galaxy Blockchain Users and Decentralized Commerce ETF,"ARIMA(2,1,2)",21.57,21.81,39.3,0.06,12.93,-1.53,-0.05,1.43,12.89,14.37,11.41
BLND,"Blend Labs, Inc.","ARIMA(1,1,0)",-500.43,-500.39,-493.34,0.01,1.21,-0.59,0,0.59,1.21,1.8,0.62
BLW,Blackrock Limited Duration Income Trust,"ARIMA(0,1,0)",-423.19,-423.17,-419.64,0.01,12.58,-0.65,0,0.65,12.58,13.23,11.93
BLW,Blackrock Ltd Duration Income Trust,"ARIMA(0,1,0)",-423.19,-423.17,-419.64,0.01,12.58,-0.65,0,0.65,12.58,13.23,11.93
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.","ARIMA(0,1,0) with drift",142.13,142.18,149.22,0.1,22.58,-1.66,0.31,2.27,22.89,24.85,20.92
BLX,"Foreign Trade Bank Of Latin America, Inc.","ARIMA(0,1,0) with drift",142.13,142.18,149.22,0.1,22.58,-1.66,0.31,2.27,22.89,24.85,20.92
BMA,Macro Bank Inc.,"ARIMA(0,1,0)",541.53,541.55,545.08,0.48,18.32,-4.3,0,4.3,18.32,22.62,14.02
BMAC,Black Mountain Acquisition Corp.,"ARIMA(1,1,1) with drift",-1299.74,-1299.58,-1285.56,0,10.64,-0.03,0.04,0.11,10.68,10.75,10.61
BMAR,Innovator U.S. Equity Buffer ETF - March,"ARIMA(3,1,2)",-46,-45.66,-24.73,0.05,35.72,-1.33,-0.03,1.27,35.7,36.99,34.4
BMAY,Innovator U.S. Equity Buffer ETF - May,"ARIMA(0,1,2)",-105.9,-105.8,-95.26,0.04,30.6,-1.14,-0.05,1.03,30.55,31.63,29.47
BME,Blackrock Health Sciences Trust,"ARIMA(4,1,1) with drift",260.5,260.96,285.32,0.16,36.18,-2.91,-0.6,1.7,35.58,37.88,33.27
BMEZ,Blackrock Health Sciences Term Trust,"ARIMA(4,2,1)",-210.32,-209.99,-189.08,0.02,13.09,-1.39,-0.34,0.71,12.75,13.8,11.7
BMI,Badger Meter Inc,"ARIMA(1,1,2)",1202.44,1202.6,1216.63,6.29,138.55,-14.39,-0.06,14.27,138.49,152.82,124.16
BMO,Bank Of Montreal /Can/,"ARIMA(0,1,0)",822.94,822.96,826.49,1.45,75.55,-7.45,0,7.45,75.55,83,68.1
BNOV,Innovator U.S. Equity Buffer ETF - November,"ARIMA(4,1,0)",44.61,44.85,62.33,0.07,31.99,-1.49,-0.08,1.34,31.91,33.33,30.5
BOCT,Innovator U.S. Equity Buffer ETF - October,"ARIMA(0,1,0)",2.48,2.49,6.02,0.06,34.97,-1.5,0,1.5,34.97,36.47,33.47
BOSS,Global X Funds Global X Founder-Run Companies ETF,"ARIMA(1,1,0)",229.4,229.44,236.49,0.14,24.05,-2.46,0,2.46,24.05,26.52,21.59
BRLN,BlackRock ETF Trust II BlackRock Floating Rate Loan ETF,"ARIMA(0,1,4)",-225.06,-224.82,-207.34,0.02,52.28,-0.84,-0.05,0.74,52.23,53.02,51.44
BSEP,Innovator U.S. Equity Buffer ETF - September,"ARIMA(0,1,0)",13.88,13.89,17.42,0.06,33.12,-1.53,0,1.53,33.12,34.65,31.59
BUFB,Innovator ETFs Trust Innovator Laddered Allocation Buffer ETF,"ARIMA(4,1,1)",-154.82,-154.48,-133.55,0.03,25.04,-1,-0.05,0.9,24.99,25.94,24.04
BUFD,FT Cboe Vest Fund of Deep Buffer ETF,"ARIMA(0,1,0)",-436.73,-436.72,-433.19,0.01,20.95,-0.64,0,0.64,20.95,21.59,20.31
BUFF,Innovator Laddered Allocation Power Buffer ETF,"ARIMA(4,1,0)",-112.78,-112.54,-95.06,0.04,36.98,-1.06,-0.04,0.97,36.93,37.95,35.91
BUFG,FT Cboe Vest Buffered Allocation Growth ETF,"ARIMA(4,1,0)",-295.16,-294.92,-277.44,0.02,19.39,-0.75,-0.04,0.67,19.35,20.06,18.64
BUFQ,First Trust Exchange-Traded Fund VIII FT Cboe Vest Fund of Nasdaq-100 Buffer ETFs,"ARIMA(0,1,2) with drift",-107.23,-107.07,-93.05,0.04,25,-0.91,0.15,1.2,25.15,26.2,24.09
BUFR,FT Cboe Vest Fund of Buffer ETFs,"ARIMA(4,1,0)",-208.39,-208.15,-190.67,0.03,24.08,-0.91,-0.04,0.82,24.04,24.9,23.17
BUFT,FT Cboe Vest Buffered Allocation Defensive ETF,"ARIMA(0,1,2)",-549.82,-549.72,-539.18,0.01,19.46,-0.48,-0.03,0.42,19.43,19.88,18.98
BUYW,Northern Lights Fund Trust IV Main BuyWrite ETF,"ARIMA(1,2,3)",-697.83,-697.59,-680.12,0,13.24,-0.32,-0.06,0.21,13.18,13.45,12.92
BUYZ,Franklin Disruptive Commerce ETF,"ARIMA(1,1,0)",194.49,194.54,201.58,0.12,23.65,-2.23,0.01,2.24,23.65,25.89,21.41
CALF,Pacer US Small Cap Cash Cows 100 ETF,"ARIMA(1,1,1)",399.87,399.96,410.5,0.27,39.64,-2.78,-0.04,2.7,39.6,42.34,36.86
CBOE,"Cboe Global Markets, Inc.","ARIMA(0,1,2) with drift",962.55,962.71,976.73,2.47,163.89,-6.7,1.35,9.39,165.24,173.28,157.19
CEFS,Exchange Listed Funds Trust ETF,"ARIMA(1,1,1)",-204.59,-204.49,-193.95,0.03,16.74,-1.04,0,1.04,16.74,17.78,15.7
CEMB,iShares J.P. Morgan EM Corporate Bond ETF,"ARIMA(1,2,3)",-148.66,-148.42,-130.96,0.03,41.49,-1.26,-0.23,0.81,41.26,42.3,40.23
CFCV,ClearBridge Focus Value ESG ETF,"ARIMA(0,1,0)",74.97,74.99,78.52,0.08,31.41,-1.73,0,1.73,31.41,33.14,29.68
CLSE,Trust for Professional Managers Convergence Long/Short Equity ETF,"ARIMA(0,1,0)",-446.44,-446.43,-442.9,0.01,16.22,-0.62,0,0.62,16.22,16.84,15.59
